train/target,pcm,tha,yor,wbp,tgl,bre,yue,kpv,san,fao,bxr,kmr,hsb,kaz,hye,lit,bel,mar,tam,gle,hun,tel,afr
zho,21.509723287098343,65.64823940507122,16.406579502319694,29.554655870445345,59.12476722532588,49.88131033391359,80.55036643195862,29.438248234932978,19.00923923727148,55.930838210814585,56.25,66.46095152603232,46.97280178837556,76.19603267211203,70.74455350730189,73.76112884260037,69.69772670497127,74.23312883435584,82.62383900928792,49.6867903844648,59.93491577335375,82.80166435506241,58.55112789426612
urd,36.26542134244093,46.89991936206433,16.43469703360045,19.838056680161944,78.49162011173185,49.548979268871655,38.15921827848829,27.555510078788497,12.12895616276784,67.33608978145304,49.66108452950559,75.20197486535008,64.63301043219076,82.6487747957993,82.7148671295188,82.9413740970939,82.6255308518611,82.20858895705521,85.95201238390094,62.72414063111738,72.59762633996937,85.15950069348128,73.96402663221703
chu,37.99400571548059,58.95081085924201,11.148601152818784,25.910931174089068,57.07635009310987,43.48789365405919,37.93648512717345,21.75381152153893,37.63514841753489,56.854427321054615,36.13437001594896,57.10278276481149,51.8070044709389,55.09918319719953,57.28992099593009,62.74147488661179,66.31276542593055,46.01226993865031,60.255417956656345,41.574661342103205,52.986217457886674,52.1497919556172,62.436649110603206
swe,48.12852861225343,66.36950094077592,31.22451848727681,42.51012145748988,72.25325884543761,64.29814844120905,48.757005316855874,44.53085030185204,40.741104776882246,80.33077377436503,62.988437001594896,77.27782764811491,77.54284649776453,83.4189031505251,87.52693320565,86.15823954308752,89.82638021483888,86.50306748466258,85.25541795665634,70.53872053872054,87.12672281776418,84.88210818307905,92.11964622875882
dan,38.00794591203736,59.93638562852791,18.051455082243777,38.46153846153847,73.09124767225326,66.11805665453394,44.977726684868514,33.16279545687097,26.75447218399843,79.34811791870267,57.81499202551834,78.07450628366249,71.14381520119225,83.85064177362894,89.10701460378262,86.36821770535865,91.01299025730702,85.88957055214725,83.97832817337462,69.08621094667606,85.06891271056661,85.43689320388349,89.95329424624863
ind,36.50937478218443,48.36932174536332,25.37607198088008,34.0080971659919,73.27746741154563,60.27852508308277,40.95416008047133,37.52174357924895,38.76548063691763,69.54303817859636,59.29027113237639,76.21184919210053,60.52533532041728,78.84480746791131,76.44242279147714,81.30354443137914,79.8713464901324,76.68711656441718,80.53405572755418,68.82781301385953,78.02450229709035,80.58252427184466,77.59117559375932
ukr,22.457656652958807,63.26046053221037,19.9775059749754,32.388663967611336,71.13594040968343,59.29735717676847,53.764908751257366,40.36631535864115,13.947316689600944,73.58642538796111,60.65590111642744,76.98608617594255,71.65611028315946,81.84364060676779,87.69451759636102,88.10683688896354,93.69223082687984,88.34355828220859,81.73374613003097,66.20859760394644,82.23583460949465,84.32732316227461,81.6655073039849
fas,39.61106851606608,53.58390825194876,30.78869675242514,35.22267206477733,78.95716945996276,57.38249723057446,45.40163816640322,41.594188069170166,35.05012777668567,73.38774633517693,62.41028708133971,78.9048473967684,68.87108792846497,78.49474912485415,79.48288245152023,78.54023181589115,78.88458656007994,84.04907975460122,82.0046439628483,66.52180721948164,70.96094946401224,82.10818307905686,75.3850740335884
heb,41.611486721962784,69.160469491981,17.489104456628706,22.267206477732792,79.2364990689013,56.68618452286754,57.730995832734585,28.998260513660085,12.050324356202085,70.77270042420662,44.95614035087719,74.24820466786356,61.19597615499255,77.24620770128354,77.04093847258798,80.96757937174533,78.49737696727455,81.59509202453987,82.12074303405574,58.6954819512959,65.75421133231241,81.41470180305132,73.30815860081486
eus,37.408517460096185,53.082161096675925,28.44088289048221,43.31983805668016,56.61080074487895,52.9197657857256,49.03003305072568,47.20147344725263,40.80007863180656,62.51409547333942,66.61682615629984,66.15798922800718,65.91840536512667,84.03733955659276,80.84749820445296,80.93398286578196,74.57531851111666,78.52760736196319,86.53250773993808,53.71153394409208,69.63055130168453,82.38557558945908,61.16466262545961
lav,36.09116888548128,63.336618582564284,28.44088289048221,44.93927125506073,72.71880819366852,62.699794271245445,50.69693921540451,44.45922439373785,39.71889129152743,76.20684100306073,64.84250398724083,76.52603231597845,75.64269746646795,83.80396732788799,87.4551113239167,90.98773727532335,91.83112665500876,85.2760736196319,86.41640866873065,64.71693680996007,79.9291730474732,87.79472954230236,81.64563251515453
slv,33.923468320903325,53.15831914702983,17.109517784338536,27.530364372469634,71.97392923649907,53.1571451178984,48.91507400488576,33.30604727309935,14.261843915863968,75.00939698222628,53.139952153110045,75.69569120287252,79.92734724292102,79.42823803967329,84.27100790040699,87.31731899882412,90.15113664751436,87.73006134969326,83.35913312693498,62.96687808315716,74.56929555895864,83.35644937586684,74.02365099870813
hrv,39.63197881090124,63.3634978944539,28.48305918740335,41.29554655870445,70.94972067039106,62.161734451653736,45.5668917947981,39.62959173232375,35.60055042264596,77.27004242066262,61.11443381180224,78.512118491921,79.36847988077497,79.43990665110852,84.7019391908068,86.14984041659667,91.64376717461904,87.11656441717791,84.75232198142415,65.41382820452588,83.82465543644717,82.38557558945908,79.81715194276062
ron,43.80706767965428,64.92697786936654,30.31069872065233,46.15384615384615,74.02234636871509,68.72922930843488,56.97657709441012,46.966131177734574,40.42657755061923,80.94292004510551,64.92224880382776,79.52199281867145,77.77570789865872,85.04084014002333,88.43667704093848,87.67008231143961,90.43842118411192,87.11656441717791,82.50773993808049,69.43857176415315,79.91960183767229,82.94036061026353,88.24406240683693
slk,39.86199205408796,58.13547173192366,26.86630113876002,42.10526315789473,70.7635009310987,61.76610223136573,45.55970685443311,44.1522562161056,36.34755258502064,75.44971272082908,60.59609250398725,76.51481149012568,78.59538002980626,79.54492415402568,83.76825472827389,85.82227448345373,89.75768173869598,87.73006134969326,82.97213622291022,67.21869861404745,81.8529862174579,79.6116504854369,79.24078306667992
bul,43.08914755698056,57.4052504255891,31.407282440601712,40.08097165991903,81.56424581005587,60.832410191486,42.11812041960052,45.6973293768546,39.87615490465893,78.83262632228964,61.891945773524725,78.46723518850987,79.05178837555886,80.85180863477245,86.6171893703615,85.6878884596002,92.33075193604796,85.88957055214725,83.32043343653251,65.59392373345861,76.93338437978561,82.6629680998613,81.52638378217232
por,41.56269603401408,44.88397097034316,29.22817376634332,33.603238866396765,71.97392923649907,65.43756923563855,37.62034775111366,43.23135168320884,36.33772360919993,77.30763034956773,59.90829346092504,76.87387791741472,76.91877794336811,81.41190198366395,83.91189849174049,83.47891819250798,86.57257057207094,85.88957055214725,83.70743034055728,69.00399342259807,84.53292496171517,83.21775312066573,82.43068667395409
nld,36.00752770614066,58.126511961293794,19.541684240123715,27.93522267206478,73.9292364990689,65.8490267447381,50.68975427503952,37.12268494832702,30.253587576174564,78.2956559093594,58.3732057416268,78.32136445242371,70.89232488822653,83.03383897316219,86.6890112520948,85.67109020661852,87.16587559330502,87.73006134969326,84.3266253869969,68.85913397541304,87.20329249617151,85.71428571428571,88.44281029514062
eng,47.522130062033874,59.510796523609,18.459159285814707,29.1497975708502,73.46368715083798,64.06076910903624,53.96608708147722,39.8649340018418,25.59465303715353,76.9961875100682,58.80183413078149,76.89631956912028,75.59612518628911,82.4737456242707,88.48455829542733,87.30052074584243,89.05196102922808,82.20858895705521,83.43653250773994,66.95247044084253,85.97817764165391,84.74341192787794,89.34711318692239
ita,36.36997281661672,55.75665262969268,18.079572613524533,25.910931174089068,72.3463687150838,64.82038297198925,50.82626814197442,32.77396909853679,20.06093965008846,76.91564194812865,55.24322169059012,78.24281867145422,73.83569299552906,82.81213535589265,87.55087383289442,85.75508147152696,89.08943292530603,85.2760736196319,83.6687306501548,65.210241954428,86.31316998468607,85.15950069348128,86.49508098976449
cat,40.27322785251272,43.36080996326494,28.83452832841277,36.43724696356275,72.53258845437617,63.506884000633015,40.50869377784164,44.19318530645656,38.41163750737173,76.3571927186812,62.82894736842105,78.17549371633751,75.82898658718331,80.57176196032673,84.7019391908068,84.09205442633966,86.04796402697976,82.20858895705521,82.23684210526315,67.17171717171718,87.20329249617151,85.02080443828017,86.02802345225082
hin,35.81933505262424,52.84920706029925,19.26050892731618,23.481781376518217,71.32216014897578,49.485678113625575,42.05345595631556,29.69405504962652,13.9768036170631,64.87676529023251,53.88755980861244,71.77962298025135,64.22317436661699,81.9953325554259,82.09241082116353,81.25314967243406,80.49587809143142,82.20858895705521,85.6811145510836,56.47560880119019,75.37327718223582,85.43689320388349,71.87717380502832
pol,42.34334704119328,60.214138518053936,31.112048362153804,43.7246963562753,80.16759776536313,61.71862636493116,45.58844661589308,45.46198710733654,34.13603302535876,75.88465875530258,62.78907496012759,77.54712746858169,77.53353204172876,79.48658109684948,85.06104859947331,87.34251637829665,90.56332750437171,86.50306748466258,83.1656346749226,63.679429958499725,73.92802450229709,80.16643550624133,74.63976945244957
deu,28.249808322297344,62.39584266642774,16.589343455644595,21.45748987854251,72.06703910614524,59.99366988447539,48.89351918379077,28.415020976158807,9.445645763711422,76.5719808838533,49.780701754385966,74.05745062836625,65.5085692995529,80.59509918319719,85.63562365333972,82.62220729044179,89.45166125405946,86.50306748466258,84.171826625387,66.2986453684128,86.67687595712098,83.21775312066573,88.93968001589984
fro,40.44748030947236,52.18618403368874,18.34668916069169,15.789473684210526,53.25884543761639,47.34926412407026,33.45308233941658,26.634605545891745,37.762925103204246,62.471137840305005,43.18181818181818,59.90798922800719,52.309985096870335,58.49474912485414,64.6636341872157,64.13572988409206,67.79915063702224,51.53374233128834,62.03560371517028,46.656487354161776,62.46171516079633,58.391123439667126,76.95518235118752
spa,38.21007876211054,52.27130185467252,21.62238155489948,26.31578947368421,74.39478584729981,64.07659439784777,48.22531972984624,33.8074286298987,24.00235895419697,76.07259839982817,57.55582137161085,77.58078994614004,69.76527570789865,80.89848308051342,84.72587981805123,84.67159415420797,87.23457406944792,85.2760736196319,81.81114551083591,68.54200923968365,86.791730474732,84.0499306518724,86.2963331014608
fra,36.948490973722734,56.253919899650576,19.401096583719948,26.31578947368421,72.8119180633147,67.71641082449754,51.62379652248886,29.489409597871685,17.928051896992333,75.65376147774258,53.62838915470495,78.88240574506284,65.11736214605067,82.94049008168028,87.23964567871678,86.92256005375441,89.52035973020234,83.43558282208589,83.51393188854489,69.35243911988098,86.30359877488515,83.63384188626907,84.88522309450462
fin,36.92758067888757,58.30122748857629,30.619991564740616,49.797570850202426,62.75605214152699,57.999683494223774,54.64147147578675,47.27309935536682,40.02358954196973,69.4141652794931,64.6232057416268,70.56777378815082,70.9295827123696,84.14235705950992,88.62820205889395,87.10734083655299,83.43742193354984,87.11656441717791,87.69349845201239,57.689296061389086,76.09111791730476,86.26907073509015,71.02255788532247
grc,37.22729490485816,61.12803512230087,30.395051314494587,49.392712550607285,57.63500931098696,47.12771008070897,60.23135507975284,45.43129028957331,42.90347945744053,59.22246684207701,56.40948963317385,61.95017953321364,62.928464977645305,71.01516919486582,69.37993775436917,77.355954980682,75.3185111166625,75.4601226993865,68.73065015479877,52.38822331845587,61.39931087289433,75.31206657420249,58.37225479479281
nor,41.51390534606538,65.63031986381148,28.20188387459581,39.27125506072874,73.09124767225326,61.89270454185789,50.07903434401495,44.37736621303591,35.63986632592884,80.76571980883853,61.01475279106858,75.07854578096948,78.39977645305514,82.87047841306885,86.16231745271726,84.08365529984881,88.15888083937047,88.95705521472392,83.51393188854489,69.86923498551405,84.50421133231241,85.29819694868237,86.73357845572892
ara,26.60486512859832,53.68246572887734,14.902291578799382,18.62348178137652,55.121042830540034,39.10428865326792,30.1408248311539,28.742453698966543,4.904658934539021,54.40584223809268,33.5725677830941,59.13375224416517,54.582712369597616,68.05134189031506,69.4038783816136,73.04720309087855,77.16087934049463,68.71165644171779,63.04179566563467,51.41335839010258,61.121745788667695,63.24549237170597,62.476398688263934
lat,41.85544016170629,61.55810411253472,29.9029945170814,40.89068825910931,73.74301675977654,59.78794112992563,50.27302773386981,46.30103345953136,43.53253390996658,75.62154325296676,64.70295055821371,77.74910233393177,75.98733233979135,83.16219369894982,86.35384247067273,88.25802116579877,89.05820634524106,88.34355828220859,85.6811145510836,64.13749902121995,74.50229709035222,84.32732316227461,74.76895557984696
est,41.827559768592735,62.57503807902518,26.6975959510755,42.10526315789473,65.92178770949721,60.08862161734452,58.26268141974421,46.58753709198813,38.775309612738354,76.40015035171562,64.64314194577354,76.6943447037702,77.30067064083458,82.95215869311552,87.7423988508499,85.96505963379808,87.07219585311017,88.34355828220859,85.41021671826626,60.51601284159423,83.19295558958653,84.1886269070735,77.45205207194672
kor,32.982505053321255,52.10106621270495,31.68845775340925,38.46153846153847,58.93854748603352,54.61307168855832,58.34890070412415,45.103857566765576,41.17357971299391,55.1146431831606,56.39952153110048,62.41023339317774,54.19150521609538,70.64177362893815,66.24371558534834,72.73643541071728,63.677242068448656,79.75460122699386,76.39318885448917,46.343277738626576,55.72358346094946,76.28294036061027,57.25926662029216
jpn,16.790966752631213,52.2937012812472,28.764234500210883,30.364372469635622,50.37243947858473,46.399746795379016,60.40379364851272,39.752379003376646,32.98604285433458,51.14643183160608,58.16387559808612,54.58931777378815,54.59202682563339,71.9369894982497,67.00981565717021,69.70435074752226,62.57182113414939,77.30061349693251,75.89009287925697,46.78960144076424,61.1791730474732,71.84466019417476,45.73188909867832
rus,42.25970586185265,46.39817220679151,29.34064389146633,38.46153846153847,80.91247672253259,60.76910903623991,40.20692628251186,45.06292847641461,35.148417534892864,77.80701283359286,60.75558213716108,78.16427289048474,77.6080476900149,83.24387397899649,88.41273641369403,90.6013774567445,93.27379465400948,84.66257668711657,83.93962848297214,68.79257693211181,76.40696784073508,83.35644937586684,77.69054953791115
ces,41.57663623057085,52.36537944628618,28.27217770279769,43.31983805668016,71.97392923649907,58.205412248773534,37.24673085213392,44.41829530338688,35.77747198741891,76.1209257369919,60.28708133971292,79.27513464991023,80.98919523099852,80.16336056009334,84.24706727316256,86.46060809675794,90.0637022233325,87.73006134969326,84.3266253869969,67.8255422441469,79.07733537519142,82.10818307905686,78.2371062307463
