train/target,eng,nld,deu,ita,fra,spa,rus,swe,nor,dan,nds,akk,hye,cym,orv,sqi,slv,gub,kmr,tur,fin,ind,ukr,pol,por,kaz,lat,fro,bxr,urb,kor,est,hrv,got,gsw,aii,sme,pcm,lav,zho,tgl,bam,lit,glg,vie,ell,cat,ces,myv,bho,tha,mar,eus,slk,quc,yor,wbp,tam,mlt,grc,isl,gun,urd,ron,fas,apu,jpn,hun,hin,lzh,koi,fao,san,olo,ara,wol,bul,aqz,mpu,xnr,bre,tel,yue,chu,krl,hsb,ajp,kpv,gle,nyq,myu,glv,sms,afr,otk,tpn,bel,cop,srp,mdf,hyw,gla,kfm,heb,uig,ckt
ukr,84.14004687541149,83.92037429378531,82.66911103884964,84.99602450774051,85.26371196968103,87.48226138704509,92.37224084804558,86.37917293898876,80.86108152333318,85.26389304599421,54.9438202247191,31.621829362029207,86.37778309791716,66.87121453618107,76.18048570196866,79.39262472885032,85.21500913166197,26.71081677704194,78.56822262118493,76.48048279404212,82.40900363004387,78.3253877660646,95.9655697388453,91.45369652373331,86.02065131056395,81.77362893815636,78.0283583240605,62.50720129047125,62.18102073365232,15.416666666666668,60.49411058329066,84.2005477143459,92.57213520197855,21.79839184153756,52.8393351800554,14.56953642384106,37.702297702297706,43.91858925210845,88.02161513059141,57.633972094807326,74.487895716946,26.976777834044707,87.63648580547623,86.78720445062586,65.2948557089084,85.54290361935746,84.68272393112788,91.61824506393612,52.68304608238602,53.05326331582896,66.19926529880836,87.11656441717791,76.15491917617133,91.79086441633773,38.05116122517671,24.25137072964994,41.70040485829959,82.6625386996904,26.767813600650232,62.49525865841916,81.68010533429657,32.16995447647951,60.60380926651357,81.78697434919424,76.35561731565114,38.56209150326798,42.3023652248029,84.36064318529863,66.45066572166253,43.283787503440685,51.25148986889154,77.98421306985985,36.38686848830352,65.12096774193549,80.79973562458692,32.66364225534672,90.1615365047062,26.221079691516707,18.493150684931507,52.2673031026253,65.2476657699003,84.74341192787794,56.2868228193706,50.284119230385805,70.55591467356173,77.97131147540983,70.34220532319392,45.042463931239126,65.80925534413906,48.71794871794872,25.58139534883721,37.92505204718945,35.91516828031351,81.25807413296234,37.10407239819005,30.719424460431654,91.5375968023982,50.0,92.82899921197792,50.19635844341307,78.76195269250125,60.380835380835386,43.24324324324324,84.375,75.80645161290323,38.13409010287336
pol,66.44062886787981,63.378354519774014,66.07281395545337,64.52925494598007,61.92230761132751,67.95376516365302,81.1327945840843,74.89595324537324,68.11775421046944,72.45335727826,46.17977528089888,29.91544965411222,73.11467560450083,59.96174689193497,68.32016094266417,70.17353579175705,71.52996845425868,34.65783664459161,71.15125673249551,68.31792501284026,71.05915990413321,65.02047941986167,83.76859116992622,84.91032980812065,68.86417791898332,71.40023337222871,68.0588760232243,49.33748127664477,54.366028708133975,26.25,54.70888445441221,73.46178153003517,80.35449299258039,23.71053147676015,49.37673130193906,21.41280353200883,42.437562437562434,36.75332822192793,77.64768671403316,43.60785692595375,77.09497206703911,29.16877667655357,79.4473374769024,70.06258692628651,67.21873693015475,65.20943472956486,63.658347842909656,82.22576061927393,50.592837061483934,50.48762190547637,55.38482214855299,79.14110429447852,63.97390662181013,80.64126319181504,38.80848199259509,30.54969773653873,46.558704453441294,70.5108359133127,31.07558927120021,48.89271438158317,71.1612407075109,32.62518968133536,58.07105227610428,74.49032135024316,73.54922514575718,50.49019607843137,32.5147382626607,64.75880551301685,64.24846858705007,32.11762547022662,47.91418355184744,63.75449712720829,38.30351877334382,59.206989247311824,74.10537248607308,32.40440699935191,81.46781989315696,40.3598971722365,25.34246575342466,46.89737470167065,50.92577939547397,73.9251040221914,47.94510705561144,47.39308144751271,59.6961861667744,69.91430700447094,67.17363751584284,45.22664483781848,54.9526270456503,50.0,40.803382663847785,36.08605135322693,41.078838174273855,68.70714498658452,37.10407239819005,42.73381294964029,81.00799400449662,50.0,77.69021977059802,50.160656908247056,65.99144438852541,51.259213759213765,45.94594594594595,76.04166666666666,71.23484692829258,38.48882582476055
por,86.78929765886288,87.07627118644068,82.6394098684699,88.77508067910762,90.36530161069584,92.41245136186772,89.35227353475061,87.347914637386,83.81419904598712,88.45654993514916,52.47191011235955,36.35664873174481,83.4330859468518,63.14153649984061,76.55697657709442,77.76572668112797,79.21301676905198,25.607064017660043,76.82899461400359,75.929635336415,83.91848519250445,84.82172832874505,86.09321934652769,87.10960056755374,91.56296884652724,79.74329054842474,79.28762656031377,63.94745938472174,60.64593301435407,19.58333333333333,60.1727091316863,86.30390043914376,88.20692497938994,24.91665032359286,45.637119113573405,16.99779249448124,35.78421578421578,40.886596501010665,85.34307348477267,31.70100209368857,72.16014897579144,30.007957751573468,84.940366201915,89.25591098748261,64.35800920117106,85.66490443269622,92.34861675372412,88.43760717260301,46.62021757731329,46.43660915228807,48.629155093629606,86.50306748466258,75.83900877984739,89.20486586643037,32.19454729047459,24.34978208913257,36.84210526315789,81.50154798761609,26.551070170685453,60.245674437603945,82.46312134417748,31.48710166919575,64.76428474942591,85.13969676742634,74.4615291665408,31.69934640522876,17.96114780879324,85.6718989280245,67.83104676082958,29.31002844297642,44.219308700834326,76.37867153519841,29.870257519166504,62.701612903225815,79.36927580020773,35.36400950529272,89.60824217756296,26.99228791773779,25.34246575342466,42.840095465393794,65.61164741256528,81.41470180305132,42.412702974565306,55.86681288007178,69.36005171299288,72.69001490312966,65.52598225602027,38.01289266346056,66.47874089734555,44.87179487179488,21.775898520084567,32.702984038861906,37.06777316735823,82.17231441915929,37.10407239819005,32.37410071942446,87.44691481388959,50.0,89.54557394273706,42.41342377722242,76.48465022647207,56.6031941031941,41.891891891891895,94.79166666666666,72.03616190671872,33.096842852075206
lat,80.79556527006031,79.37411723163842,79.80627667664388,78.48557130162294,79.8926202758185,80.67521171892882,86.83681840791199,84.12999203046134,78.29697895923061,81.87169510126708,54.49438202247191,35.66487317448117,84.15130476418481,63.73127191584316,74.91593619772956,76.13882863340564,78.000996181305,34.216335540838855,74.12477558348294,74.36312275295326,81.48537470742407,74.4712280937353,85.85314439629933,84.15964098925937,82.17280028241109,79.63827304550757,84.77089691187327,59.9953911740984,61.20414673046252,28.75,59.21910042912392,81.78444685712434,82.49793899422919,32.251421847421064,53.25484764542936,18.543046357615893,41.84815184815185,40.8656862061755,84.55252009740151,43.23706627882817,69.45996275605214,28.90110685090067,85.51150680329246,82.89290681502086,68.84148891677123,79.64619764131761,76.89591797252854,83.8288177943266,47.335289084464,49.82745686421605,57.763641250783984,84.66257668711657,74.98564043653073,81.93829050189318,36.31773813530798,31.449458737522846,46.96356275303644,83.04953560371517,32.72825792468166,70.12225366906894,78.23052364195661,33.68740515933232,56.40956369039578,81.6439401163345,74.1775669878863,46.89542483660131,36.803039988635554,76.34954058192956,63.073963448590085,35.195889531149646,49.82121573301549,71.5835257477313,43.41458620011795,62.701612903225815,78.12293456708525,35.88248001728235,83.99898244721446,32.390745501285345,23.972602739726025,50.71599045346063,62.36746320620351,84.1886269070735,53.74335393016237,55.76712192204168,67.6147382029735,73.42585692995529,70.595690747782,46.07592346260104,60.410304596351104,55.12820512820513,30.866807610993657,36.55447605829285,46.47302904564315,76.3986882639372,37.10407239819005,43.23741007194244,85.20484636522609,50.0,82.8386305927677,48.37558014994645,78.6990437845999,55.34398034398035,47.2972972972973,89.58333333333334,75.4366139305527,36.85704150407946
kor,61.26853290495878,52.13629943502824,58.01329895508211,57.611898414480144,52.11495946941783,52.59555962462807,65.1447323372286,62.9717524129992,59.17195387394063,61.67814027736207,44.15730337078652,37.14066102997694,66.02824994014843,52.558176601848906,53.76634573933037,55.9652928416486,53.05495600199236,42.16335540838852,61.93895870736086,65.0346687211094,68.28547001359514,58.33613106828711,64.73240426279425,60.48242068271436,60.82428735327861,67.58459743290548,60.69827139819538,45.22986519184238,54.665071770334926,24.166666666666668,70.80368022321507,69.20484192445431,56.87139323990107,24.485193175132377,44.32132963988919,22.516556291390728,45.06493506493506,35.08050463511535,69.70212482070784,57.91046684460356,57.821229050279335,30.94118498155248,73.29077775911306,60.778859527121,62.46758678377248,58.5197234648231,49.56954923582898,60.96565577384744,51.32624373548465,54.568642160540136,53.543589284114326,73.00613496932516,60.61376877000082,57.173930556674456,43.94143386065298,32.194573316462815,48.58299595141701,71.40092879256966,32.999187212137635,58.871414816327714,60.82356505324975,34.14264036418817,59.13143320275564,59.77686659673882,60.76488535782255,51.307189542483655,52.438028269053206,55.666156202143945,61.24301793820348,35.24176529956877,48.98688915375447,51.13032271921817,36.04285433457834,58.1989247311828,53.94674723822113,33.76539209332469,60.60162808445688,48.329048843187664,26.71232876712329,44.66984884645983,51.43218863744264,80.02773925104022,58.95962063514872,41.28202572026717,58.04783451842276,53.71646795827124,57.28770595690747,47.774480712166174,50.160519927961786,44.87179487179488,44.18604651162791,39.50381679389313,41.26325495620101,58.58094007751168,38.91402714932127,51.43884892086332,62.553085186110415,20.0,55.66938096488924,50.5890753302392,61.91494715651736,50.09213759213759,45.94594594594595,82.29166666666666,69.97123484692828,35.79283433841788
est,79.55784373107207,76.12111581920904,76.23240653733002,75.43613488611383,71.8959890514791,72.73975738155184,86.6727389004089,88.19976976888337,82.46654008243412,84.99451262097176,54.831460674157306,35.17294388931591,85.99473306200622,59.14886834555308,73.66863055036643,72.45119305856834,77.79345840943051,34.437086092715234,76.78411131059246,78.15100154083206,89.05660906249562,82.60592224535016,85.95268766834523,84.08539704014123,75.91562968846527,81.43523920653443,78.44921612480307,55.51906901716788,65.1116427432217,24.58333333333333,62.13467074010632,94.71407042504578,86.3643858202803,27.40733477152383,44.52908587257618,15.89403973509934,47.16283716283717,42.71276224994772,86.73404716634978,53.55527497642603,65.64245810055866,32.12761339795992,85.28473038803965,71.52294853963839,61.0706817231284,72.99715331435543,71.31940414006579,86.05114889030425,53.00696736340301,52.94823705926481,59.61831377116745,85.88957055214725,74.08714203659638,86.76387658100379,38.32043083136991,31.800927878532264,42.91497975708502,84.55882352941177,31.96965591980493,57.987336970793336,82.36116613455758,34.67374810318665,65.55450493043361,76.31543816153332,71.53732290124762,52.45098039215687,40.553306342780026,80.0248851454824,69.72105502961575,34.9894485732636,55.54231227651967,76.27127745261237,42.0287006093965,69.08602150537635,74.18090831838353,40.13825880319723,83.23581785805139,36.760925449871465,21.91780821917808,50.95465393794749,59.6138629529989,85.99167822468793,53.87986779709728,52.17824743295784,74.17582417582418,77.05849478390462,68.94803548795944,45.49268392509976,58.35878161459557,50.0,26.42706131078224,36.95350451075642,45.36652835408022,75.87200635993243,37.10407239819005,49.35251798561151,86.0854359230577,40.0,86.82251991944663,48.55408782577651,81.2405636638148,51.35135135135135,36.48648648648648,85.41666666666666,76.40230121224573,38.24051081943952
lav,84.01627472151264,84.1454802259887,80.47506509933248,80.78200271268884,81.4338351405411,82.76035706111237,90.29799164098888,85.72567076950324,80.63415613084487,85.24393894043699,59.325842696629216,36.92544196771714,84.86952358151784,65.31718202103922,76.57134645782439,73.96963123644251,80.74049477004814,27.593818984547465,75.24685816876122,76.37262455059066,85.111213892276,80.72248707446451,88.26560487176485,86.66743660391678,83.43482481687407,81.9603267211202,80.65045666376547,62.489918193340245,63.80582137161085,20.0,65.5870874317905,84.41120707815463,87.54328112118715,30.05491272798588,51.59279778393352,14.79028697571744,44.23576423576424,41.84149996514951,94.49281163481103,34.96779555370871,77.6536312849162,28.09086305432974,89.92104821098606,81.95410292072323,65.94730238393977,80.2358682391216,80.37821628941768,86.03253147812454,50.73340667400073,50.5026256564141,51.5455604336529,82.82208588957054,77.02469844916715,85.6521388866511,33.99528778189162,29.087586109939544,34.81781376518219,86.33900928792569,31.32845660615913,60.15522422898491,81.39463074736082,33.38391502276176,62.13021747940024,80.0533994469343,73.79693683351962,42.810457516339866,23.801406349882804,75.16271056661562,64.2872812568555,18.7264886686852,51.37067938021455,76.5719808838533,39.90564183212109,69.95967741935483,76.86243036540459,37.76193562324476,87.83388450775884,25.96401028277635,19.863013698630137,50.1988862370724,60.4526032600095,85.99167822468793,40.10633711740192,53.524075366364265,74.91919844861022,75.2328614008942,68.06083650190115,44.79688938913333,62.802443035001176,47.43589743589743,18.81606765327696,34.125607217210266,41.35546334716459,80.04571201430984,37.10407239819005,36.11510791366906,89.101923557332,50.0,87.9520182120655,47.44734023563013,76.47206844489179,57.43243243243244,39.18918918918919,85.41666666666666,77.11115677008425,38.34693153600568
lit,80.29652647934059,80.13771186440678,75.15317866534205,77.98980403161686,76.15959574692073,80.29297322041657,88.19467322984697,80.87664925174887,75.08297442072276,78.67903821211215,53.37078651685393,34.03535741737125,84.8455829542734,64.67963021995537,74.32964506394597,75.92190889370933,80.41673584592395,32.450331125827816,76.05475763016159,74.15254237288136,82.20437567450139,76.21701470489491,87.1764843658508,85.01757106795796,80.72544347365634,82.63710618436406,77.27147531591878,58.10577255444176,64.64314194577354,26.666666666666668,63.60746640295265,80.87699113610215,86.59109645507007,25.18140811923907,49.445983379501385,14.56953642384106,44.14585414585415,41.82058967031435,87.94155909136396,27.543991433457464,72.3463687150838,27.367431093105694,95.33848479758105,80.35465924895688,65.28649100794647,80.09353395689305,77.41342619462178,85.93454509823134,51.42403129201809,52.15303825956489,44.14926977869367,82.82208588957054,75.91696069582342,86.9894465479739,37.27701110737126,25.60101223112611,46.558704453441294,78.48297213622291,31.355549534904725,64.24882560616228,80.32847055533546,34.901365705614566,58.80048628934216,78.192047296653,73.1625532429085,47.05882352941176,16.462461822572628,77.4406584992343,61.59739448860088,8.152124048077805,51.60905840286056,75.79874348923374,40.50520935718498,67.6747311827957,71.51354923992069,33.16050982933679,85.04197405240397,32.904884318766065,24.65753424657534,51.35242641209228,60.515904415255584,82.80166435506241,34.7176318436557,50.583192104476126,70.4912734324499,74.3945603576751,66.66666666666666,47.28333162795457,60.59431524547804,48.71794871794872,27.906976744186046,38.93129770992366,41.21715076071922,78.71410116267515,37.10407239819005,45.10791366906475,88.70222333250062,50.0,87.19901935031959,48.80399857193859,76.20785103170608,56.14250614250614,43.24324324324324,84.375,75.72426546126978,37.601986520042566
vie,59.10120348668792,61.52454096045198,60.32512539782925,60.05799541649127,56.25013159279925,61.35957885099565,67.15890518917593,60.21783405649518,57.58656354682845,60.17160530779208,42.24719101123596,29.577248270561107,62.65262149868327,51.51418552757412,57.03693059347608,57.80911062906724,53.9598206873651,33.554083885209714,59.39183123877917,61.440677966101696,60.11156428261083,62.32793930034244,66.4480618339384,65.42541782844698,65.89886153031507,69.59159859976663,57.87015104608503,37.83846065214887,55.3329346092504,20.0,51.581401098415945,57.112994441833706,59.57543281121187,23.60266718964503,43.00554016620499,16.99779249448124,36.59340659340659,26.570014637206384,65.90279862570466,25.833879397145555,61.54562383612663,25.754177819576068,67.72215689568284,62.79554937413073,92.35466332078629,56.46604310695405,56.5389823950474,62.65053157611092,46.999144358880336,45.50637659414854,40.26072932532927,65.03067484662577,59.17370969065397,63.119310400386695,36.06529787950185,26.02277520033741,48.58299595141701,62.53869969040248,31.44585929739005,53.20222915998016,52.75395586213325,34.06676783004553,47.31865459948669,62.35148278821397,58.09745340301483,45.42483660130719,15.427232047730662,57.24540581929556,52.41904183330802,20.047710799155887,45.05363528009535,58.519035601138384,34.303125614310986,58.66935483870967,61.29732791993202,28.66709872542666,64.53192571864665,36.50385604113111,28.08219178082192,41.32856006364359,55.83161892704543,63.80027739251041,32.50467021123725,39.44771209251321,56.1732385261797,58.867362146050674,59.949302915082384,45.77918755755653,51.53472711612247,43.58974358974359,36.1522198731501,33.37959750173491,42.27754725680037,57.17976746497069,37.10407239819005,42.44604316546763,66.61254059455408,50.0,58.15602836879432,45.19814352017137,57.59939607448415,46.43734643734644,37.83783783783784,72.91666666666666,69.2007396753647,35.97020219936148
cat,86.49171779948911,86.82909604519774,80.24539311803399,89.72452177166643,89.86840720075797,94.4083314259556,88.63329522037687,88.93296732489152,83.65210947992405,89.1449665768732,55.3932584269663,41.53727901614143,84.72587981805123,65.9627032196366,75.82986061215692,77.22342733188721,78.7190768719907,34.65783664459161,76.89631956912028,75.99640472521828,84.59684088074114,85.10374001208622,87.15306241948706,86.97431159360512,91.46589003618392,81.13185530921821,78.7984619960999,64.0972462265238,63.81578947368421,25.833333333333336,61.93335334734314,87.74286593962178,88.51607584501237,28.91743479113552,44.18282548476454,16.114790286975715,44.36563436563437,41.994842127274,84.86273724940791,31.80488740430565,73.3705772811918,33.140418143673585,83.50411557198052,89.39499304589708,63.931409452112085,85.29890199267996,97.65428516153996,88.47974131595709,50.79452389683413,53.80345086271567,48.81283039154198,81.59509202453987,75.23180438171822,88.64094094900507,40.18848872433525,31.814986644172645,41.70040485829959,83.0108359133127,34.44414341190283,56.59557085752633,82.53711169630165,32.701062215478,66.87153856544644,83.74940402402974,77.49448690451017,44.44444444444444,21.402443355351945,86.14088820826953,72.12406554278675,22.83236994219653,53.2777115613826,76.86731461096493,38.11676823275015,66.39784946236558,80.0585402700406,40.44069993519119,89.36021368608496,38.303341902313626,25.34246575342466,47.29514717581543,64.70960595030859,81.13730929264909,40.79609139244144,55.48798723955737,73.7556561085973,76.04321907600597,68.69455006337135,45.134554384528805,67.13256596977527,52.56410256410257,26.6384778012685,39.59056210964608,40.52558782849239,83.83185928649507,39.36651583710408,39.85611510791367,84.96752435673245,50.0,89.87829437002014,47.41163870046413,80.13336688475088,57.12530712530712,50.0,93.75,74.98459009656872,36.53777935438099
ces,83.11036789297658,86.08315677966102,82.63992195761438,83.18600626724663,85.15633224549953,89.11879148546579,90.51181178659328,86.16842291685116,78.44517513391686,84.21630250424025,55.16853932584269,42.16756341275942,84.60617668182906,67.46094995218361,76.26383101020262,74.29501084598698,86.50174331728374,34.65783664459161,77.18806104129264,76.36877247046738,82.620639392283,81.35701336198214,92.35273451223796,91.52134101070764,86.47074397670109,79.31155192532088,78.40624896713562,58.681875792141945,60.546251993620416,15.833333333333332,58.480936655658965,85.53742444620895,94.4517724649629,28.05452049421455,48.13019390581717,16.335540838852097,39.42057942057942,40.3289886387398,85.68331165148938,38.23938372037271,74.86033519553072,28.495984952615206,86.64538887955653,87.34353268428373,65.57925554161439,84.68889792598617,86.91236215902495,96.9158786928617,48.83877276616551,51.19279819954989,62.79455245945704,85.88957055214725,74.48920981373594,95.19052606138726,37.05822955233928,29.2984675945452,38.05668016194332,81.07585139318886,31.084620247448747,60.2806874215855,78.61154482533617,33.4597875569044,62.56922869107119,83.62353389911318,78.96565265987977,40.032679738562095,26.93905817174515,78.42649310872895,66.97210550296158,25.97027250206441,45.41120381406436,74.73017236750255,33.36937291134264,65.25537634408603,80.7619677084317,38.99330308922013,91.40803866700584,32.904884318766065,19.863013698630137,46.618933969769294,61.81357809780028,79.47295423023579,44.733438712458685,47.084039477619385,69.13380736910149,79.07973174366617,68.69455006337135,43.2211194106211,67.42228486414533,43.58974358974359,30.23255813953488,37.317834836918806,38.635315813739055,81.347510682699,37.10407239819005,33.59712230215827,89.60154883837123,50.0,95.63961124244813,45.34094966083542,76.49723200805234,58.66093366093366,44.5945945945946,87.5,70.97801520443805,34.01915572898191
eus,67.61909778000158,63.03407485875706,66.13784927680211,65.8809223142042,61.46962838193494,61.26573586633097,74.9010032105321,67.4329230496768,62.8212846755893,67.50473910006984,48.87640449438202,41.21445042275173,79.43500119703137,51.27510360216767,64.92312113809456,67.89587852494577,66.98489125020754,34.437086092715234,63.84649910233393,75.34155110426298,78.43697879437693,71.27845296447995,74.40566811102003,73.45696325749451,68.49351337039978,83.27887981330223,67.87268500666542,44.630717824634175,66.71650717703349,29.166666666666668,64.66173380189663,78.43334251592098,73.44600164880461,29.35869778387919,40.99722991689751,14.56953642384106,43.90609390609391,38.24492925350248,79.45895460155442,44.13367642123096,56.4245810055866,30.99182521883817,80.32084663195029,66.72461752433935,63.12839815976579,65.27043513623424,57.45792222867093,72.99446376953604,51.43625473658477,50.63765941485371,52.66105187707196,79.75460122699386,91.53196028555016,74.84089261258359,38.05116122517671,29.509349079150848,42.51012145748988,83.63003095975232,34.60670098437641,56.94861844600706,67.48735755400713,36.19119878603945,58.33445900310685,68.21207208925337,62.59553514787179,43.13725490196079,39.38489949570282,68.66385911179172,60.125888050760224,28.92925956509772,53.1585220500596,63.179938785372926,39.7090623157067,65.65860215053763,62.2840147294873,39.943832361201125,69.2253879419995,42.9305912596401,19.863013698630137,53.10262529832935,52.17597721158411,80.85991678224687,46.946400344877134,43.5450104675506,70.0387847446671,65.48994038748137,60.70975918884665,47.1196152665507,51.91449377495889,50.0,32.76955602536998,37.369882026370576,44.53665283540803,60.70754248236112,37.10407239819005,46.76258992805755,74.07569323007745,50.0,73.61001663602137,47.51874330596216,74.97483643683945,49.87714987714988,40.54054054054054,77.08333333333334,74.58393260735566,37.88577509755232
jpn,47.29149658968214,49.76165254237288,52.99687369577296,50.3765025022216,44.71207495525845,47.37239642938887,61.0879634115618,50.65438767378022,47.99240494604733,52.9182879377432,40.78651685393259,38.72405841660262,66.31553746708164,46.40580172138986,54.165828423624085,50.43383947939263,46.957496264320106,38.852097130242825,57.54039497307002,65.45582948125322,67.10956004989559,59.75961861277111,61.45918725846118,59.117981884476414,51.50472156032125,72.82380396732788,54.8514327894499,32.739946998502134,60.78548644338117,23.75,64.19199321878256,66.05791512048094,55.61830173124485,18.7487742694646,39.19667590027701,18.101545253863137,40.94905094905095,18.219836899700287,68.42456386136962,63.2150106282664,51.48975791433892,29.22665123345149,68.99882412229128,49.40890125173853,50.87411125052279,51.26067507116714,45.89378990133488,60.230267992749006,47.481970419264144,43.04576144036009,50.60030463220142,73.61963190184049,72.59374743579224,61.6128252638363,43.35240659710535,29.48123154787009,36.032388663967616,76.6640866873065,32.19543032601824,53.60196072710297,52.486541912330175,30.576631259484067,48.91260299878428,54.90225994087918,50.125366281001725,46.07843137254902,91.55124653739612,60.91117917304747,49.46252889856393,45.28855858335627,46.00715137067938,52.66605810019868,35.118930607430705,58.93817204301075,52.52572939288075,32.966083387340674,54.13380819129993,43.70179948586118,21.232876712328768,42.840095465393794,47.918974521285016,70.04160887656033,57.93217416295445,36.47692154321603,60.82740788623141,55.76564828614009,50.82382762991128,42.69927350864627,48.50442408581944,42.30769230769231,36.99788583509514,37.71686328938237,35.50023052097741,47.53055748782669,21.26696832579185,35.39568345323741,61.85985510866849,10.0,55.19656772611855,45.69796501249554,64.34323100150982,39.68058968058968,43.24324324324324,75.0,66.49886994041503,37.03440936502306
hun,76.72161799173097,76.29766949152543,76.29155283351726,77.63902530283897,75.87746078534583,75.89150835431448,78.7148827865093,78.50172673337465,74.2632643294895,77.06275566197746,55.16853932584269,27.824750192159875,86.06655494373953,54.36722983742429,64.72481678402069,78.1995661605206,72.16088328075709,21.19205298013245,69.62522441651706,79.9216743708269,84.69214705181572,76.21365742295038,79.21887808876917,77.47108610648232,78.87212073073869,82.06534422403735,71.71989820088798,54.28044705611246,62.90869218500797,17.083333333333332,59.04603810902926,87.6310544311387,78.85408079142621,24.367523043734067,43.83656509695291,15.89403973509934,43.91608391608391,39.42984596082805,81.44701290903632,36.19044574789432,63.50093109869647,26.130362439412576,79.90928943389888,77.26008344923505,59.96654119615224,78.8531923546157,75.4884890694525,79.09068639459115,48.001466813348,54.208552138034506,44.292626108771614,84.66257668711657,73.72610158365471,79.32812374123903,29.85526758667116,23.731196400955994,38.8663967611336,84.3266253869969,26.13564526325296,58.89183905698363,73.40309011675328,32.62518968133536,71.58584357692828,72.50882044435969,68.03612965592242,34.64052287581699,26.257191561900704,96.65007656967842,74.90845272448067,24.805027984218736,50.29797377830752,68.25967889169307,43.02142716728917,69.95967741935483,68.53460485317723,33.203715705335924,74.49758331213432,24.42159383033419,19.17808219178082,51.949085123309466,59.78794112992563,83.07905686546462,44.9992815059635,47.79184527963314,75.08080155138978,68.82451564828614,60.07604562737643,43.87598485623657,57.71278678255423,41.02564102564102,18.181818181818183,32.82442748091603,46.42692485016136,72.3342939481268,37.10407239819005,35.97122302158273,78.11641269048214,50.0,79.95797215655371,44.377008211353086,76.34625062908907,53.83906633906634,39.18918918918919,82.29166666666666,72.56009862338196,39.659453706988295
hin,78.22005108893161,73.86564265536724,72.83981595516148,71.82077545484309,69.84103589851564,74.11993591210803,83.96155113272998,79.14106083414505,74.71711511446611,77.6414247231368,45.50561797752809,23.85857033051499,81.99664831218578,59.59515460631176,67.53556545480673,69.41431670281996,71.04848082350988,18.76379690949227,74.0237881508079,74.711093990755,80.38935374006644,77.12012354797557,81.18632158332358,80.71637161571333,75.85385226370136,81.16686114352392,71.64608282745932,46.40511579675078,55.61204146730463,16.25,57.79221925936391,80.68415679538494,79.23742786479802,12.551480682486762,42.03601108033241,17.218543046357617,27.152847152847155,38.39827141562696,80.96667667367157,42.98134859115537,75.88454376163874,23.178760037618463,81.58911473206787,73.01808066759388,61.32162275198662,69.11346075640505,72.47049719481524,77.9466954093381,34.15841584158416,61.81545386346586,55.15634799749126,82.82208588957054,78.63707229014524,78.01498429066301,23.77987209693706,19.457331646281457,22.267206477732792,84.4814241486068,17.06854510972636,57.05365739795174,72.72552492367925,24.051593323216995,87.66040794272593,73.75989320110612,75.27716521161224,25.98039215686275,33.906882591093115,74.41615620214395,91.8864645032822,21.639599963299386,33.61144219308701,67.84621167373678,24.83782189895813,57.93010752688173,73.51996978566707,25.31864333549363,81.87484100737726,20.051413881748072,7.534246575342466,54.37549721559268,52.14432663396107,83.07905686546462,47.37031182641184,42.348718971189314,64.64124111182934,64.78204172876303,57.92141951837769,29.2949964187046,58.18260120585702,39.74358974358975,12.473572938689218,28.105482303955583,28.40018441678193,74.44102156414588,42.98642533936652,22.58992805755396,81.62003497376968,50.0,80.23815777952893,30.73902177793645,73.88022143935581,51.9963144963145,35.13513513513514,80.20833333333334,74.2346414629135,28.05959560127705
tel,68.11155294551392,68.89124293785311,66.41181696909798,64.75843038211497,61.59174649963154,64.31677729457542,71.38750541010187,67.46125918710706,63.79845320242671,69.12102165020453,50.112359550561806,35.29592621060723,70.79243476179076,56.60663053873128,57.77841643914356,64.42516268980476,60.39764237091151,34.216335540838855,69.7935368043088,71.65896250642014,72.28272295337005,68.84442355469012,70.74598899168521,69.9839963043012,68.82005118700908,76.77946324387398,64.04530280828936,45.62161539347851,62.17105263157895,26.25,62.82868596252671,72.63048727131306,66.10057708161582,28.03490880564817,45.637119113573405,16.114790286975715,39.43056943056943,38.93496898306266,77.43086827445879,51.38966580894693,62.19739292364991,37.51718150907907,76.46564757265244,63.76912378303199,59.4228356336261,68.54412362749085,63.25691623137938,69.48557150556073,49.05268304608239,59.11477869467367,56.97518143535526,78.52760736196319,67.36686633297776,68.78272778538629,35.47627061595423,33.038099254885424,38.05668016194332,88.73839009287926,31.084620247448747,50.9584804364952,66.03493276782177,33.91502276176024,68.16831014453601,62.628015638409465,64.00024166993929,45.588235294117645,42.661055472689824,75.19142419601837,71.74606388902951,34.0398201669878,48.15256257449344,60.135316544058426,41.04580302732455,61.22311827956989,63.76168444906052,39.25253834521495,70.71991859577716,33.933161953727506,17.80821917808219,49.16467780429594,54.12248773540117,93.75866851595008,53.764908751257366,44.27275446117037,63.93018745959922,59.59388971684053,60.45627376425855,43.835055765885606,58.33137577323624,48.71794871794872,24.52431289640592,36.03400416377516,36.69893960350392,68.11090132167345,37.10407239819005,39.568345323741006,70.8343742193355,50.0,67.00814289466773,45.94787575865762,65.31202818319073,53.1019656019656,43.24324324324324,78.125,74.18327511814259,33.8063142958496
