train/target,eng,nld,deu,ita,fra,spa,rus,swe,nor,dan,nds,akk,hye,cym,orv,sqi,slv,gub,kmr,tur,fin,ind,ukr,pol,por,kaz,lat,fro,bxr,urb,kor,est,hrv,got,gsw,aii,sme,pcm,lav,zho,tgl,bam,lit,glg,vie,ell,cat,ces,myv,bho,tha,mar,eus,slk,quc,yor,wbp,tam,mlt,grc,isl,gun,urd,ron,fas,apu,jpn,hun,hin,lzh,koi,fao,san,olo,ara,wol,bul,aqz,mpu,xnr,bre,tel,yue,chu,krl,hsb,ajp,kpv,gle,nyq,myu,glv,sms,afr,otk,tpn,bel,srp,mdf,hyw,gla,kfm,heb,uig,ckt
hye,84.7246727938272,85.29749293785311,84.08017267645953,82.91006033394135,82.56869144120434,83.20897230487526,92.1028662235228,87.54803860798724,82.52056993778848,86.63074927666368,40.1123595505618,7.040737893927748,97.03136222169022,65.34109021357986,73.63126886046845,75.81344902386117,80.76955005811057,14.79028697571744,77.90619389587073,79.3361581920904,86.27591136526091,80.4706909286242,91.03525002927744,86.33746349672502,84.60859588738859,86.25437572928821,79.84619960999042,47.85689595575527,59.46969696969697,4.583333333333333,64.10193017465167,86.13537294809677,88.6232481450948,6.501274759756816,43.69806094182825,14.56953642384106,23.736263736263734,36.1329894751516,90.0463657893859,43.52315044191213,71.7877094972067,17.188743398683354,89.00554342348396,83.55354659248957,66.37390213299874,86.90524603497357,82.32249951634746,88.71147910440449,40.91186896467425,53.63840960240061,67.46259295762029,83.43558282208589,79.0432427997046,89.53516474663658,19.841804106361494,15.352172079291435,25.506072874493928,86.91950464396285,14.747584213853518,67.38540542117703,82.20677681713313,22.76176024279211,70.57949479940565,82.36673977305236,79.22846871884724,25.163398692810457,30.33951274948505,85.72932618683001,75.74714389375453,26.33727864941737,38.25983313468414,76.50754443430166,23.68783172793395,58.13172043010753,78.57614956094797,16.33182112767336,90.33324853726788,11.568123393316196,1.36986301369863,51.3126491646778,65.50087039088464,85.5755894590846,48.18221008765627,44.36247632339747,67.71170006464125,69.54172876304024,69.58174904942965,33.01954364064258,62.42659149635894,48.71794871794872,7.610993657505285,19.63913948646773,26.832641770401107,83.92129583623174,37.10407239819005,20.863309352517987,91.9185610791906,89.69442255494265,40.73545162441985,84.47408152994464,56.94103194103194,43.24324324324324,91.66666666666666,78.11793712759399,33.23873714083008
cym,78.92054881099729,81.27648305084746,78.2735938672204,74.90295121837146,77.10916938625118,81.00709544518196,82.02037428215215,80.56672274860533,76.4275459639698,78.74887758156241,52.69662921348315,42.39815526518064,73.71319128561169,94.93146318138348,71.60224170139388,76.78958785249458,67.59505229951851,33.11258278145696,77.12073608617594,71.96070878274267,77.1082986446902,75.04532330625125,80.94624663309521,82.68961079672007,80.09884387962228,75.46091015169195,73.6787599017264,54.03848369627837,60.22727272727273,21.25,56.79622794779875,79.38293010970492,79.58779884583677,29.25083349676408,48.33795013850416,14.56953642384106,45.35464535464536,35.67296298877814,78.41489042329631,39.92232575236939,71.88081936685289,33.15488678289807,77.71711741978834,78.99860917941585,55.248849853617735,79.52419682797886,78.10988585799961,80.68443486355396,48.252047426964914,54.98874718679669,53.20759788549413,78.52760736196319,69.50028719126938,82.55860791106099,41.181420397172666,33.85350766202727,36.84210526315789,75.46439628482973,36.39483428158584,55.437224637469726,73.84878003309174,33.38391502276176,64.64271241388626,76.46228664060266,78.7028366009123,48.36601307189542,28.578024007386887,79.8717457886677,70.91243524190418,20.533993944398567,53.0393325387366,73.1138914245825,38.0381364261844,65.32258064516128,85.93617222169767,43.357096565132856,82.75248028491478,35.98971722365039,24.65753424657534,47.21559268098648,61.8294033866118,74.61858529819695,40.74579680988648,50.26418103877979,70.55591467356173,74.06855439642325,70.08871989860583,44.68433439066817,69.5012136872602,53.84615384615385,28.118393234672308,47.397640527411525,42.00092208390964,74.65964424127993,38.009049773755656,37.410071942446045,84.4866350237322,80.81604062691532,47.697250981792216,68.68394564670356,67.38329238329239,50.0,86.45833333333334,68.90281487569344,36.78609435970202
orv,79.41695415163406,77.84251412429379,79.30289304762172,77.4846826621767,75.18686177492367,77.22133211261159,87.92465262301118,83.04436376516426,78.61652696089783,82.89933153746384,58.876404494382015,41.81398923904689,82.66698587502994,64.29709913930508,90.95847104469031,73.42733188720173,73.77967790137805,41.72185430463576,76.72800718132855,73.47457627118644,82.99906095390264,78.89276841469146,86.67291251903033,85.45478543498704,79.4898949783779,79.6732788798133,80.93359921557393,60.51388408802858,59.82854864433812,27.08333333333333,61.02742507990888,83.87969729869877,84.69084913437757,33.114336144342026,53.46260387811634,15.673289183222956,39.94005994005994,41.86938035826305,85.68331165148938,42.74960443670188,73.46368715083798,29.50878969832888,86.07424827817907,77.71210013908207,64.76787954830615,73.83082553883693,74.21648287869994,84.98505707706629,46.094609460946096,56.78919729932483,60.59044888450856,84.04907975460122,77.17649954869943,84.33899943607508,35.30797711208347,29.94517081400253,33.603238866396765,84.28792569659443,31.978686896053464,65.68727569807137,81.57348931509402,33.23216995447648,66.20964473861947,80.93639744445504,74.55517626801196,44.6078431372549,35.718090773492435,73.33460949464012,75.34382962925463,41.46710707404349,48.98688915375447,78.25806798045429,43.26715156280716,70.16129032258065,79.79416485695403,39.83581767120328,85.81785805138642,36.50385604113111,14.383561643835616,51.98886237072394,58.14211109352746,79.8890429958391,50.79752838051444,78.22749476622471,73.52941176470588,76.04321907600597,69.96197718631178,43.118796684743685,61.14243207266463,53.84615384615385,26.42706131078224,44.62179042331714,45.18211157215307,76.9054953791116,2.7149321266968327,38.99280575539568,89.52035973020234,85.08011557656948,42.80614066404856,77.01308505284348,51.56633906633906,54.054054054054056,85.41666666666666,74.44010684199712,34.51578573962398
slv,81.69620519843046,83.14353813559322,81.15665575063306,81.31518638043123,79.86735445836403,84.90043488212406,91.4659276629006,85.99132205791197,78.3571836551969,83.66756460141674,41.91011235955056,17.279016141429672,84.27100790040699,65.46063117628307,74.06523925851415,76.57266811279827,97.61746637888096,22.516556291390728,75.69569120287252,75.43785310734464,81.17282652875303,81.7800308869939,92.5869539758754,93.23060170596096,83.96434560056483,79.42823803967329,76.67213855255764,40.33874870376771,53.139952153110045,11.25,61.876843202006114,82.194422388229,93.09150865622424,6.187487742694646,40.7202216066482,14.56953642384106,22.467532467532468,33.923468320903325,85.97017912538777,39.73852866435455,71.97392923649907,23.475367141720323,87.31731899882412,82.51043115438108,67.30238393977416,79.68686457909719,79.00947958986264,94.0517368085836,40.123456790123456,46.496624156039005,53.15831914702983,87.73006134969326,74.62049725116928,95.46443244985096,24.671827667452035,17.109517784338536,27.530364372469634,83.35913312693498,18.43222252325476,60.81463542730429,79.98531844981474,23.672230652503792,61.569633932189646,82.41441785067227,78.5910642539951,29.24836601307189,25.45280204559983,74.56929555895864,67.37035724531295,14.836223506743735,40.286054827175214,75.00939698222628,14.261843915863968,58.1989247311828,79.79888584647342,24.71376107150573,90.36504706181633,20.565552699228792,6.164383561643835,44.1527446300716,53.1571451178984,83.35644937586684,48.91507400488576,41.88017146844781,64.7382029734971,79.92734724292102,67.17363751584284,33.30604727309935,62.96687808315716,32.05128205128205,10.14799154334038,22.015961138098543,27.38589211618257,74.02365099870813,37.10407239819005,22.51798561151079,90.15113664751436,94.43131074336748,37.6294180649768,73.81731253145445,55.00614250614251,32.432432432432435,81.25,72.06698171358126,30.188009932600213
tur,74.40813209385617,73.72439971751412,73.47557462803125,73.18179692250129,71.41172755026844,71.05973907072557,77.90740489525398,74.46382714956168,69.23540036122817,73.82021350892947,45.84269662921348,39.75403535741737,80.94326071343069,62.94230156200192,63.67294151458543,71.47505422993493,62.319442138469206,41.280353200883,68.00942549371634,88.41422701592194,81.08873284839311,71.51010541865305,76.79470664012179,74.3346917226246,76.73638690318595,81.14352392065344,68.18116716427777,47.470906786496144,62.58971291866029,24.58333333333333,63.729316403835625,82.00158804751179,72.26710634789777,24.14198862522063,41.13573407202216,22.958057395143488,45.18481518481519,36.042378197532585,80.04936789085694,55.85193945883744,56.23836126629422,30.036895030022425,81.16915840752561,72.4269819193324,57.04726056043496,80.2155347702318,69.0897659121687,75.76698838861398,52.68304608238602,50.81770442610652,49.00994534539916,77.91411042944786,66.84992204808403,75.11479900104729,43.133625042073376,31.68845775340925,48.58299595141701,79.4891640866873,34.11902826695566,58.535873719837774,68.93279112581855,33.61153262518968,60.5092530055383,69.6271574330123,71.32284083013623,50.16339869281046,44.43142268627033,86.36102603369066,63.20727653183482,36.33819616478576,51.01311084624554,59.51780056918864,38.28386082170238,65.38978494623656,64.39429704466056,38.86368546122272,72.36708216738744,49.10025706940874,23.28767123287671,46.53937947494033,55.43598670675741,80.72122052704577,54.275039517172,42.94686471936996,70.52359405300582,67.11997019374068,58.30164765525983,47.63122889593779,60.31634171169055,50.0,41.86046511627907,37.456627342123525,47.44121715076072,71.27099274570207,53.39366515837104,53.59712230215828,76.93604796402698,72.2266001225812,50.017850767583006,70.4579768495219,54.11547911547912,50.0,79.16666666666666,70.83418943907952,40.83008158921604
fin,73.88539225238986,69.8490466101695,69.87097914004869,73.1724428230672,68.98410358985157,65.60540169375143,82.92281157341912,79.83883821836535,75.06908102934592,79.14795969270678,50.89887640449439,34.20445810914681,88.62820205889395,57.28402932738285,68.44948986923409,68.87201735357917,74.91698489125021,27.1523178807947,70.56777378815082,77.5,93.7658551626512,77.45249446048479,82.45110668696569,79.45257461516886,72.14720677786603,84.14235705950992,73.6424030760078,50.11522064754004,64.6232057416268,13.750000000000002,64.39684249562929,89.97585519599424,81.66117065127783,24.83820356932732,41.82825484764543,14.56953642384106,46.25374625374625,36.92758067888757,87.48123686580607,55.93824417842702,62.75605214152699,28.770889097880342,87.10734083655299,68.2892906815021,61.66457549142618,72.06181374542497,63.6680208937899,81.26843368771742,51.7662877398851,52.978244561140286,58.30122748857629,87.11656441717791,77.44727988840567,81.17296382824458,38.95994614607877,30.619991564740616,49.797570850202426,87.69349845201239,29.44098257021584,64.44723251539114,75.55813194751929,36.49468892261002,66.05430230987437,71.81653475731858,67.55581065160257,51.79738562091504,44.12955465587044,76.09111791730476,70.17330700821816,29.64033397559409,53.99284862932062,69.4141652794931,40.02358954196973,73.11827956989248,70.6684921159475,36.919421041261614,80.36123123887052,35.47557840616967,19.17808219178082,52.18774860779634,57.999683494223774,86.26907073509015,54.64147147578675,46.60552287907487,79.37944408532644,70.9295827123696,66.15969581749049,47.27309935536682,57.689296061389086,43.58974358974359,29.175475687103592,32.80707841776544,39.41908713692946,71.02255788532247,37.10407239819005,41.00719424460432,83.43742193354984,81.70913230014885,48.66119243127455,80.2591847005536,49.81572481572481,45.94594594594595,83.33333333333334,78.62132730634887,38.59524654132671
ind,82.44410502198932,83.43485169491525,75.52777187452791,82.6855619475235,81.96862827666071,86.07919432364386,84.1437181449972,83.17896041795802,79.94257398230909,81.93155741793873,36.17977528089887,38.35511145272867,76.44242279147714,65.28530443098501,68.01551947118838,73.7527114967462,71.61298356300847,29.58057395143488,76.21184919210053,74.82152028762198,79.12094072797096,91.85859128449609,80.6651832767303,82.54277276401973,87.34445326979083,78.84480746791131,73.90571463196977,47.01002419633598,59.29027113237639,23.33333333333333,63.5138714747382,79.97925815494807,79.60840890354493,16.80721710139243,34.903047091412745,17.218543046357617,36.72327672327672,36.50937478218443,81.75389439274159,33.9545142163052,73.27746741154563,31.715257180062217,81.30354443137914,86.16133518776078,67.91300710999582,78.95485969906466,82.91255562004255,79.5419136739993,46.01515707126268,54.658664666166544,48.36932174536332,76.68711656441718,71.8839747271683,81.34214130347218,37.27701110737126,25.37607198088008,34.0080971659919,80.53405572755418,23.796622414883046,56.44968342426984,75.93099671412924,31.25948406676783,69.350263406727,78.76990559740631,77.44313204241308,39.869281045751634,21.32963988919668,78.02450229709035,77.30471320812029,18.40077071290944,44.81525625744934,69.54303817859636,38.76548063691763,59.744623655913976,80.31347370408838,32.750054007345,82.01475451539049,43.70179948586118,20.54794520547945,42.44232299124901,60.27852508308277,80.58252427184466,40.95416008047133,45.52886053234972,61.570782159017455,60.52533532041728,66.92015209125475,37.52174357924895,68.82781301385953,42.30769230769231,25.36997885835095,34.489937543372655,30.10603964960812,77.59117559375932,45.70135746606335,38.84892086330935,79.8713464901324,81.27134226425007,44.84112816851125,71.43935581278309,59.58230958230958,37.83783783783784,87.5,75.70371892336142,31.57147924796028
ukr,82.24791299080925,84.25582627118644,82.3987279705651,83.94368832140687,82.62764501526476,86.2027924010071,93.345736193743,86.30656158682369,80.2204418098458,85.22398483487977,30.89887640449438,17.524980784012296,87.69451759636102,66.81542875358623,77.45940508693778,79.71800433839479,84.48862693010128,14.56953642384106,76.98608617594255,76.26605033384695,82.49590043308245,76.95897401463775,98.16723269703712,91.82821600039595,84.14085252846174,81.84364060676779,77.87521896724581,26.86369397396013,60.65590111642744,5.416666666666667,61.54661204019284,84.40310479493121,93.24814509480626,3.745832516179643,35.041551246537395,14.56953642384106,27.002997002997,22.457656652958807,88.90556723039461,51.89470824210072,71.13594040968343,18.650075960355927,88.10683688896354,85.84840055632823,66.30698452530322,85.88857259048393,83.95240858966918,92.08319043652932,49.40105121623273,51.82295573893473,63.26046053221037,88.34355828220859,75.72002953967343,91.78280834608876,22.736452372938405,19.9775059749754,32.388663967611336,81.73374613003097,16.635058249796803,62.96209844483997,81.3526834611172,23.748103186646432,64.12265297852223,82.63182988461905,78.33428994350965,24.836601307189543,38.00163363875275,82.23583460949465,68.30186132064327,36.62721350582622,46.00715137067938,73.58642538796111,13.947316689600944,59.4758064516129,82.0791237843452,18.535320803629293,91.10913253625031,15.167095115681231,2.054794520547945,51.39220365950676,59.29735717676847,84.32732316227461,53.764908751257366,47.98125809989034,68.64899806076276,71.65611028315946,68.94803548795944,40.36631535864115,66.20859760394644,46.15384615384615,8.0338266384778,23.004857737682165,27.708621484555096,81.6655073039849,39.81900452488688,20.215827338129497,93.69223082687984,93.8184046931092,45.98357729382364,79.79365878208354,56.32678132678133,36.48648648648648,84.375,77.22416272858024,35.04788932245477
pol,80.48745161035473,78.30596751412429,77.73282773065135,77.47065151302557,78.00400042109695,81.71435111009384,90.618398868239,86.01257416098468,78.89285107828155,83.30839070138681,53.48314606741573,35.17294388931591,85.06104859947331,65.80331526936564,76.7265411697083,76.89804772234274,86.42287896397144,41.280353200883,77.54712746858169,77.32665639445301,81.51901217956804,79.46350634526289,92.26490221337392,98.21814522116448,79.86938487335628,79.48658109684948,77.52927826192338,55.933863348312016,62.78907496012759,23.33333333333333,60.716619280555214,83.1278054155661,93.6850783182193,26.573838007452444,48.89196675900277,15.673289183222956,45.17482517482517,42.34334704119328,88.50862270255845,37.76790423372597,80.16759776536313,32.330174347102655,87.34251637829665,80.77190542420027,66.8172312839816,74.4611630744205,76.26233313987231,91.6789966194699,51.717393961618384,53.26331582895724,60.214138518053936,86.50306748466258,77.52933453680151,91.70224764359943,39.447997307303936,31.112048362153804,43.7246963562753,83.1656346749226,30.94012462747224,60.56954453943337,80.07270862948894,33.4597875569044,69.97163312170741,81.39029274339659,78.6363773676102,46.5686274509804,28.74493927125506,73.92802450229709,74.79538972983006,27.86952931461602,52.92014302741359,75.88465875530258,34.13603302535876,65.32258064516128,78.93966575394202,38.90689133722186,91.0391757822437,39.84575835475578,23.972602739726025,52.58552108194113,61.71862636493116,80.16643550624133,45.58844661589308,50.892234074369455,69.13380736910149,77.53353204172876,65.39923954372624,45.46198710733654,63.679429958499725,42.30769230769231,30.021141649048623,39.24358084663428,42.41585984324573,74.63976945244957,37.10407239819005,46.97841726618705,90.56332750437171,93.97600910603276,48.5183862906105,80.73729240060392,54.97542997542998,43.24324324324324,72.91666666666666,74.943497020752,39.05640297978007
por,87.13954651989572,87.4558615819209,80.49170799652804,88.66283148589869,89.72733971997052,91.8425268940261,88.61714566255175,87.65252811476135,82.5437255900832,88.63613688516412,54.831460674157306,36.46425826287471,83.91189849174049,64.82307937519923,77.4479091823538,77.76572668112797,78.32475510542919,26.269315673289185,76.87387791741472,77.19568567026194,82.8042439277355,85.28503323709124,85.43154936175196,85.66266849251785,94.17527137940164,81.41190198366395,77.89615168508378,64.713676690863,59.90829346092504,22.5,60.76606565772511,84.49871173696748,86.32316570486397,30.93743871347323,45.70637119113574,16.114790286975715,40.6993006993007,41.56269603401408,85.10957670369258,31.0313413990954,71.97392923649907,32.294002749041454,83.47891819250798,88.03894297635605,64.4081974069427,83.7738918259455,91.68117624298704,87.30096516584194,47.86700892311453,51.40285071267817,44.88397097034316,85.88957055214725,75.70772134241405,88.78595021348586,35.57724671827668,29.22817376634332,33.603238866396765,83.70743034055728,31.111713176194343,62.55653138038689,80.55277201649926,32.701062215478,66.62839389436715,84.77543625441022,75.18955985862308,40.849673202614376,16.499751402798495,84.53292496171517,72.98975683018614,22.69933021378108,51.01311084624554,77.30763034956773,36.33772360919993,63.23924731182796,78.69417429893306,38.582847267228345,88.45713558890867,29.82005141388175,17.123287671232877,46.022275258552106,65.43756923563855,83.21775312066573,37.62034775111366,57.940384807098,71.65481577246283,76.91877794336811,65.77946768060836,43.23135168320884,69.00399342259807,42.30769230769231,19.873150105708245,36.10340041637752,38.31258644536653,82.43068667395409,37.10407239819005,32.0863309352518,86.57257057207094,87.94326241134752,44.44841128168511,79.66784096628082,58.07739557739558,50.0,93.75,75.16950893774398,34.941468605888616
lat,81.54346509361915,79.56832627118644,78.18192991035879,77.95238763388055,78.13664596273291,79.76653696498055,89.79606338378456,86.04799433277252,81.5171583383504,85.6829292626958,56.62921348314607,44.67332820906994,86.35384247067273,65.08606949314631,79.78445178905015,74.94577006507592,77.37008135480657,35.76158940397351,77.74910233393177,76.93374422187982,84.91779842744818,81.97139595783254,87.80302143108092,88.04672419197836,82.2522283999647,83.16219369894982,92.8806724911036,61.228252102776814,64.70295055821371,34.166666666666664,62.99291857241245,85.54228581614299,86.26133553173949,36.53657579917631,47.78393351800554,15.45253863134658,41.378621378621375,41.85544016170629,89.12572133827013,44.31907174479375,73.74301675977654,27.873833465962527,88.25802116579877,81.74547983310153,68.03011292346298,74.94916632777552,76.20429483459083,86.3255107540052,50.776188729984106,52.48312078019504,61.55810411253472,88.34355828220859,78.95708541888898,85.91798920486586,39.34702120498149,29.9029945170814,40.89068825910931,85.6811145510836,32.77341280592432,70.5365739795174,81.5915499522267,33.0804248861912,61.30622720518709,83.1353103842853,75.71821285079902,43.4640522875817,36.46388237800981,74.50229709035222,67.02779324659545,38.16405174786678,52.20500595947557,75.62154325296676,43.53253390996658,66.06182795698925,81.26239259748843,39.12292071721754,87.73212922920376,35.47557840616967,28.767123287671232,49.76133651551313,59.78794112992563,84.32732316227461,50.27302773386981,55.71727644302662,73.04460245636716,75.98733233979135,68.8212927756654,46.30103345953136,64.13749902121995,44.87179487179488,24.101479915433405,39.29562803608605,43.52236053480867,74.76895557984696,37.10407239819005,45.17985611510792,89.05820634524106,87.2340425531915,47.26883255980008,81.63059889280322,55.28255528255528,43.24324324324324,89.58333333333334,76.77213889459627,36.32493792124867
fro,73.42980538803887,73.05349576271186,70.73666583878921,72.61119685702259,79.30729550478998,78.01327534905013,68.75706543154848,76.84406269370406,69.59971595733185,74.19934151451662,40.3370786516854,38.32436587240584,64.6636341872157,56.27988524067581,67.45796809886478,66.48590021691973,64.17482981902707,15.011037527593816,59.90798922800719,57.15973292244478,66.33729975192364,66.92070100047002,66.66471483780302,67.26006830443319,73.10916953490425,58.49474912485414,65.34974164619301,93.27111418366172,43.18181818181818,25.833333333333336,50.26754021933,66.14055840935976,72.0156636438582,38.10551088448715,34.62603878116344,8.167770419426049,23.04695304695305,40.44748030947236,65.1656159311518,36.36784989371733,53.25884543761639,13.43413151993055,64.13572988409206,71.62726008344924,46.66666666666666,72.85481903212688,76.9297736506094,68.79721718681104,25.3636474758587,41.18529632408102,52.18618403368874,51.53374233128834,59.62501025683105,70.65979215338758,19.70716930326489,18.34668916069169,15.789473684210526,62.03560371517028,28.113429061681565,56.33589122632976,70.63340402227867,16.76783004552352,54.16722950155343,69.08362734814533,65.4260943116938,24.509803921568626,31.040911996590665,62.46171516079633,58.31519262896775,41.85705110560602,30.274135876042905,62.471137840305005,37.762925103204246,40.18817204301075,66.20243603059201,26.830848995463384,72.49427626558128,24.164524421593832,19.17808219178082,36.43595863166269,47.34926412407026,58.391123439667126,33.45308233941658,57.26248629249328,49.35358758888171,52.309985096870335,48.28897338403042,26.634605545891745,46.656487354161776,41.02564102564102,15.644820295983086,16.11727966689799,20.00922083909636,76.95518235118752,2.7149321266968327,23.453237410071942,67.79915063702224,74.10909727694597,27.275972866833275,61.55007549068948,42.75184275184275,32.432432432432435,62.5,55.01335524964044,20.14898900319262
kor,61.65696679219445,55.90572033898306,58.91688025051401,58.70632804826715,53.55511106432256,52.64820325017167,66.41279561765599,64.04321260958116,58.94965961191127,63.72343609697695,41.12359550561798,37.46348962336664,66.24371558534834,51.09977685686962,56.33280643770656,54.66377440347071,51.29088494105928,36.42384105960264,62.41023339317774,65.65870570107857,67.62533462276976,62.331296582286974,64.7089823164305,61.69507185164409,63.05709999117466,70.64177362893815,59.9314728921304,41.4736720820371,56.39952153110048,30.0,82.51187596023098,67.7626355106869,57.08573784006595,20.474602863306533,41.89750692520776,17.660044150110377,41.73826173826174,32.982505053321255,69.55201974715635,61.90445747894324,58.93854748603352,29.17601099616581,72.73643541071728,60.53546592489569,57.19782517774989,57.58438389589264,50.57071000193461,60.8250453187007,49.14435888033248,45.58139534883721,52.10106621270495,79.75460122699386,65.69705423812259,61.371143156368326,38.99360484685291,31.68845775340925,38.46153846153847,76.39318885448917,29.368734760227586,54.74571820383392,61.40500104868215,31.18361153262519,49.608266918816696,60.505387622771046,60.04893816270429,39.05228758169935,55.54194189928262,55.72358346094946,52.61816770448371,38.88888888888889,48.51013110846246,55.1146431831606,41.17357971299391,55.51075268817204,57.26560287036163,31.864333549362712,60.76698041210887,44.47300771208226,24.65753424657534,46.857597454256165,54.61307168855832,76.28294036061027,58.34890070412415,45.2297876582594,57.53070458952811,54.19150521609538,57.66793409378961,45.103857566765576,46.343277738626576,50.0,43.34038054968288,35.60027758501041,40.52558782849239,57.25926662029216,37.10407239819005,38.70503597122303,63.677242068448656,56.86016986253393,48.01856479828633,61.852038248616005,46.22235872235873,50.0,85.41666666666666,60.21162934045613,37.424618659098975
est,82.32428304321492,80.86158192090396,80.36138130925832,78.02722042935316,75.626908095589,75.4314488441291,88.19402724753395,89.06402196050651,83.17973417311165,86.95001496557917,52.24719101123596,37.92467332820907,87.7423988508499,61.53171820210392,74.64865641615175,73.96963123644251,77.28706624605678,30.684326710816777,76.6943447037702,79.27709296353365,90.50582348736492,84.14020009400389,86.92469844244056,84.3790731055419,79.64875121348513,82.95215869311552,78.51862461026585,50.011522064754,64.64314194577354,21.25,62.93994031115899,96.79797767010744,87.00741962077494,24.7303392822122,40.7202216066482,20.08830022075055,46.67332667332668,41.827559768592735,87.93822342306281,52.09768415669102,65.92178770949721,27.902770744411487,85.96505963379808,74.40890125173853,63.73065662902552,77.42984953233022,73.37009092667827,87.36710597226985,53.10475491993644,52.3780945236309,62.57503807902518,88.34355828220859,77.06162304094526,86.95722226697818,37.83237967014473,26.6975959510755,42.10526315789473,85.41021671826626,30.92206267497517,65.91194234528638,82.94784554077043,30.576631259484067,67.03363501283263,78.51625822446839,73.92381355164184,47.875816993464056,38.92321897862064,83.19295558958653,71.6363759091446,35.374805027984216,53.1585220500596,76.40015035171562,38.775309612738354,71.16935483870968,76.33840052875082,35.29920069129401,85.80513864156704,37.53213367609254,15.753424657534246,51.67064439140812,60.08862161734452,84.1886269070735,58.26268141974421,51.83929817565547,75.66257272139624,77.30067064083458,68.8212927756654,46.58753709198813,60.51601284159423,42.30769230769231,27.061310782241016,35.28799444829979,40.66390041493776,77.45205207194672,46.60633484162896,46.47482014388489,87.07219585311017,86.93634532878032,48.304177079614426,80.62405636638148,51.47420147420148,40.54054054054054,89.58333333333334,77.05979042531334,38.87903511883647
hrv,83.71079451189003,83.71733757062147,83.16686168728252,83.1813292175296,84.22991893883567,87.77752346074617,91.41941693636429,85.39803418046577,78.95151206409484,83.80724334031727,43.48314606741573,32.498078401229826,84.7019391908068,67.94708320051004,76.76102888346027,75.16268980477223,87.00398472521998,28.2560706401766,78.512118491921,75.90395480225989,83.1854686120338,81.25629490364601,93.21934652769646,92.2588309052812,84.61742123378343,79.43990665110852,77.42791983870791,54.291969120866455,61.11443381180224,20.0,60.73957652709838,85.69947011067718,98.27287716405606,16.49343008433026,44.80609418282548,15.89403973509934,35.344655344655344,39.63197881090124,86.4938790486674,41.18812830634979,70.94972067039106,28.213846487737825,86.14984041659667,86.02225312934631,66.49100794646591,85.80723871492476,85.54362545946992,94.76703738180392,47.21916636108055,49.22730682670668,63.3634978944539,87.11656441717791,74.97743497169115,94.9569000241682,35.77919892292157,28.48305918740335,41.29554655870445,84.75232198142415,23.68825069990066,62.10136258862662,79.85889398988604,31.94233687405159,65.04795353235176,82.46781729760656,79.39461680210252,38.39869281045752,30.11577526812984,83.82465543644717,67.83779679036095,26.98871456096889,44.93444576877235,77.27004242066262,35.60055042264596,65.5241935483871,82.34349919743178,32.2099805573558,92.61002289493769,37.01799485861182,17.80821917808219,47.89180588703262,62.161734451653736,82.38557558945908,45.5668917947981,48.94826039278237,71.65481577246283,79.36847988077497,68.94803548795944,39.62959173232375,65.41382820452588,42.30769230769231,28.75264270613108,35.68702290076336,33.702166897187645,79.81715194276062,37.10407239819005,33.093525179856115,91.64376717461904,97.53086419753086,45.73366654766155,77.70508303975842,57.67813267813268,36.48648648648648,85.41666666666666,72.17998767207725,35.40262504434197
got,47.881389408263765,50.20303672316384,38.89189030026347,46.84532996585754,50.211601221181176,51.3344014648661,52.42404862954852,51.4849907022049,49.119313357723954,50.823106854235256,32.80898876404494,43.82782475019216,50.37107972228873,41.09818297736691,53.90142261819227,49.0238611713666,45.32624937738669,23.841059602649008,49.30430879712747,46.64997431946584,51.17520918302989,55.44886859598469,49.97072256704532,52.44592565705894,50.44567999293972,46.51108518086348,49.05417167032071,47.58612743403618,37.36044657097289,33.75,41.46608508308757,49.53249825800911,57.20939818631492,93.62620121592468,25.069252077562325,3.9735099337748334,27.92207792207792,29.20471178643619,51.54608225758031,16.389905544279117,41.9925512104283,13.130290096216452,50.47875020997816,49.235048678720446,47.10999581764952,41.98861325742171,50.10640355968272,54.28298466513155,22.106099498838773,38.84471117779445,34.71463130543858,34.96932515337423,45.85213752359071,55.3290904696689,23.32547963648604,15.042879235203149,23.481781376518217,41.09907120743034,21.448568590264607,50.91179645785312,50.32567406958589,14.795144157814873,41.44265838173713,50.14780204062173,53.116031779597016,20.751633986928105,16.261808367071527,42.34303215926493,45.20663527902934,19.57977796128085,23.361144219308706,48.89652580142834,32.41596225673285,38.50806451612903,49.622320838447735,28.38626053143227,55.64105825489697,25.19280205655527,18.493150684931507,34.24821002386635,36.65136888748219,38.83495145631068,17.136082770513006,50.214335559764734,41.725921137685845,42.67883755588674,38.91001267427123,21.08871380333572,37.20147208519302,33.33333333333333,26.6384778012685,17.574600971547536,19.91701244813278,45.88095001490609,2.7149321266968327,23.38129496402877,52.96027979015739,57.394273706330445,24.455551588718315,47.19426270759939,36.7014742014742,28.37837837837838,44.79166666666667,48.59256215327717,21.03582830791061
